,PROV_,DEPTO_,FRACC_,COD_2010,IN1,NAM
12279,06,280,04,062800402,06280,General Alvarado
12280,06,280,04,062800410,06280,General Alvarado
12281,06,280,03,062800312,06280,General Alvarado
12282,06,833,11,068331102,06833,Tres Arroyos
12283,06,280,04,062800405,06280,General Alvarado
12284,06,280,04,062800404,06280,General Alvarado
12285,06,280,04,062800406,06280,General Alvarado
12286,06,189,06,061890602,06189,Coronel Dorrego
12287,06,280,04,062800409,06280,General Alvarado
12288,06,280,04,062800408,06280,General Alvarado
12289,06,875,03,068750301,06875,Villarino
12290,06,280,04,062800407,06280,General Alvarado
12291,06,581,10,065811002,06581,Necochea
12292,06,476,12,064761204,06476,Lobería
12293,06,280,07,062800711,06280,General Alvarado
12294,06,581,09,065810910,06581,Necochea
12295,06,833,16,068331601,06833,Tres Arroyos
12296,06,189,02,061890207,06189,Coronel Dorrego
12297,06,833,09,068330902,06833,Tres Arroyos
12298,06,476,12,064761202,06476,Lobería
12299,06,581,09,065810908,06581,Necochea
12300,06,581,12,065811206,06581,Necochea
12301,06,280,09,062800901,06280,General Alvarado
12302,06,581,09,065810911,06581,Necochea
12303,06,581,11,065811101,06581,Necochea
12304,06,476,12,064761203,06476,Lobería
12305,06,056,32,060563204,06056,Bahía Blanca
12306,06,651,12,066511203,06651,Puán
12307,06,196,10,061961005,06196,Coronel Pringles
12308,06,280,09,062800912,06280,General Alvarado
12309,06,581,11,065811102,06581,Necochea
12310,06,833,11,068331103,06833,Tres Arroyos
12311,06,280,09,062800909,06280,General Alvarado
12312,06,581,12,065811203,06581,Necochea
12313,06,280,09,062800908,06280,General Alvarado
12314,06,833,11,068331104,06833,Tres Arroyos
12315,06,476,11,064761101,06476,Lobería
12316,06,280,09,062800911,06280,General Alvarado
12317,06,833,11,068331101,06833,Tres Arroyos
12318,06,280,09,062800910,06280,General Alvarado
12319,06,189,14,061891403,06189,Coronel Dorrego
12320,06,189,05,061890505,06189,Coronel Dorrego
12321,06,280,09,062800902,06280,General Alvarado
12322,06,189,03,061890302,06189,Coronel Dorrego
12323,06,189,06,061890603,06189,Coronel Dorrego
12324,06,581,12,065811207,06581,Necochea
12325,06,056,28,060562801,06056,Bahía Blanca
12326,06,742,09,067420901,06742,San Cayetano
12327,06,581,10,065811001,06581,Necochea
12328,06,189,03,061890305,06189,Coronel Dorrego
12329,06,833,15,068331502,06833,Tres Arroyos
12330,06,833,16,068331605,06833,Tres Arroyos
12331,06,833,16,068331603,06833,Tres Arroyos
12332,06,833,11,068331105,06833,Tres Arroyos
12333,06,056,32,060563202,06056,Bahía Blanca
12334,06,581,11,065811104,06581,Necochea
12335,06,189,05,061890504,06189,Coronel Dorrego
12336,06,189,06,061890604,06189,Coronel Dorrego
12337,06,189,14,061891404,06189,Coronel Dorrego
12338,06,189,13,061891304,06189,Coronel Dorrego
12339,06,189,07,061890701,06189,Coronel Dorrego
12340,06,833,17,068331705,06833,Tres Arroyos
12341,06,581,11,065811103,06581,Necochea
12342,06,476,12,064761205,06476,Lobería
12343,06,581,12,065811204,06581,Necochea
12344,06,189,14,061891401,06189,Coronel Dorrego
12345,06,189,03,061890303,06189,Coronel Dorrego
12346,06,189,06,061890607,06189,Coronel Dorrego
12347,06,833,15,068331503,06833,Tres Arroyos
12348,06,189,03,061890304,06189,Coronel Dorrego
12349,06,581,10,065811003,06581,Necochea
12350,06,189,13,061891305,06189,Coronel Dorrego
12351,06,833,12,068331201,06833,Tres Arroyos
12352,06,833,14,068331402,06833,Tres Arroyos
12353,06,833,16,068331604,06833,Tres Arroyos
12354,06,875,04,068750401,06875,Villarino
12355,06,182,08,061820801,06182,Coronel de Marina Leonardo Rosales
12356,06,056,27,060562701,06056,Bahía Blanca
12357,06,476,12,064761206,06476,Lobería
12358,06,056,25,060562501,06056,Bahía Blanca
12359,06,833,17,068331706,06833,Tres Arroyos
12360,06,581,12,065811205,06581,Necochea
12361,06,056,25,060562503,06056,Bahía Blanca
12362,06,189,14,061891405,06189,Coronel Dorrego
12363,06,189,14,061891406,06189,Coronel Dorrego
12364,06,581,14,065811401,06581,Necochea
12365,06,875,08,068750801,06875,Villarino
12366,06,189,07,061890702,06189,Coronel Dorrego
12367,06,189,06,061890605,06189,Coronel Dorrego
12368,06,189,13,061891306,06189,Coronel Dorrego
12369,06,056,25,060562504,06056,Bahía Blanca
12370,06,189,13,061891301,06189,Coronel Dorrego
12371,06,056,32,060563203,06056,Bahía Blanca
12372,06,056,26,060562610,06056,Bahía Blanca
12373,06,056,26,060562601,06056,Bahía Blanca
12374,06,581,11,065811106,06581,Necochea
12375,06,056,25,060562507,06056,Bahía Blanca
12376,06,742,10,067421002,06742,San Cayetano
12377,06,056,25,060562502,06056,Bahía Blanca
12378,06,189,13,061891308,06189,Coronel Dorrego
12379,06,056,26,060562602,06056,Bahía Blanca
12380,06,875,09,068750902,06875,Villarino
12381,06,581,13,065811301,06581,Necochea
12382,06,581,11,065811105,06581,Necochea
12383,06,056,25,060562505,06056,Bahía Blanca
12384,06,189,12,061891206,06189,Coronel Dorrego
12385,06,056,24,060562401,06056,Bahía Blanca
12386,06,875,04,068750403,06875,Villarino
12387,06,056,25,060562506,06056,Bahía Blanca
12388,06,056,25,060562508,06056,Bahía Blanca
12389,06,056,25,060562509,06056,Bahía Blanca
12390,06,581,15,065811501,06581,Necochea
12391,06,056,24,060562402,06056,Bahía Blanca
12392,06,056,24,060562404,06056,Bahía Blanca
12393,06,189,12,061891203,06189,Coronel Dorrego
12394,06,056,15,060561501,06056,Bahía Blanca
12395,06,056,25,060562512,06056,Bahía Blanca
12396,06,056,26,060562611,06056,Bahía Blanca
12397,06,056,25,060562513,06056,Bahía Blanca
12398,06,056,24,060562403,06056,Bahía Blanca
12399,06,056,15,060561502,06056,Bahía Blanca
12400,06,056,25,060562511,06056,Bahía Blanca
12401,06,056,26,060562608,06056,Bahía Blanca
12402,06,056,32,060563207,06056,Bahía Blanca
12403,06,056,24,060562405,06056,Bahía Blanca
12404,06,056,15,060561506,06056,Bahía Blanca
12405,06,056,25,060562514,06056,Bahía Blanca
12406,06,056,25,060562510,06056,Bahía Blanca
12407,06,189,06,061890608,06189,Coronel Dorrego
12408,06,056,26,060562607,06056,Bahía Blanca
12409,06,581,10,065811005,06581,Necochea
12410,06,056,15,060561507,06056,Bahía Blanca
12411,06,056,02,060560205,06056,Bahía Blanca
12412,06,056,25,060562515,06056,Bahía Blanca
12413,06,056,26,060562606,06056,Bahía Blanca
12414,06,056,15,060561508,06056,Bahía Blanca
12415,06,056,24,060562408,06056,Bahía Blanca
12416,06,056,15,060561503,06056,Bahía Blanca
12417,06,189,13,061891307,06189,Coronel Dorrego
12418,06,056,02,060560204,06056,Bahía Blanca
12419,06,056,26,060562609,06056,Bahía Blanca
12420,06,056,15,060561504,06056,Bahía Blanca
12421,06,056,15,060561509,06056,Bahía Blanca
12422,06,189,12,061891207,06189,Coronel Dorrego
12423,06,056,25,060562516,06056,Bahía Blanca
12424,06,581,15,065811502,06581,Necochea
12425,06,581,14,065811402,06581,Necochea
12426,06,189,17,061891701,06189,Coronel Dorrego
12427,06,056,15,060561505,06056,Bahía Blanca
12428,06,833,15,068331505,06833,Tres Arroyos
12429,06,056,01,060560101,06056,Bahía Blanca
12430,06,056,15,060561514,06056,Bahía Blanca
12431,06,581,14,065811405,06581,Necochea
12432,06,056,15,060561513,06056,Bahía Blanca
12433,06,056,01,060560102,06056,Bahía Blanca
12434,06,056,15,060561510,06056,Bahía Blanca
12435,06,056,02,060560206,06056,Bahía Blanca
12436,06,581,13,065811303,06581,Necochea
12437,06,056,26,060562612,06056,Bahía Blanca
12438,06,833,12,068331202,06833,Tres Arroyos
12439,06,056,01,060560108,06056,Bahía Blanca
12440,06,581,14,065811404,06581,Necochea
12441,06,056,13,060561301,06056,Bahía Blanca
12442,06,056,26,060562605,06056,Bahía Blanca
12443,06,056,01,060560107,06056,Bahía Blanca
12444,06,581,15,065811507,06581,Necochea
12445,06,056,13,060561302,06056,Bahía Blanca
12446,06,056,02,060560201,06056,Bahía Blanca
12447,06,056,15,060561515,06056,Bahía Blanca
12448,06,056,15,060561511,06056,Bahía Blanca
12449,06,056,01,060560106,06056,Bahía Blanca
12450,06,056,02,060560203,06056,Bahía Blanca
12451,06,056,01,060560103,06056,Bahía Blanca
12452,06,056,14,060561401,06056,Bahía Blanca
12453,06,056,32,060563205,06056,Bahía Blanca
12454,06,056,13,060561303,06056,Bahía Blanca
12455,06,056,26,060562604,06056,Bahía Blanca
12456,06,581,13,065811304,06581,Necochea
12457,06,056,15,060561512,06056,Bahía Blanca
12458,06,056,14,060561402,06056,Bahía Blanca
12459,06,581,10,065811004,06581,Necochea
12460,06,056,14,060561404,06056,Bahía Blanca
12461,06,056,01,060560104,06056,Bahía Blanca
12462,06,056,13,060561304,06056,Bahía Blanca
12463,06,056,32,060563208,06056,Bahía Blanca
12464,06,056,13,060561307,06056,Bahía Blanca
12465,06,056,16,060561601,06056,Bahía Blanca
12466,06,056,15,060561516,06056,Bahía Blanca
12467,06,056,24,060562406,06056,Bahía Blanca
12468,06,056,01,060560105,06056,Bahía Blanca
12469,06,056,13,060561305,06056,Bahía Blanca
12470,06,581,15,065811508,06581,Necochea
12471,06,056,32,060563206,06056,Bahía Blanca
12472,06,056,01,060560109,06056,Bahía Blanca
12473,06,189,06,061890606,06189,Coronel Dorrego
12474,06,056,14,060561403,06056,Bahía Blanca
12475,06,581,15,065811506,06581,Necochea
12476,06,056,01,060560110,06056,Bahía Blanca
12477,06,581,14,065811406,06581,Necochea
12478,06,833,15,068331504,06833,Tres Arroyos
12479,06,056,16,060561602,06056,Bahía Blanca
12480,06,056,14,060561405,06056,Bahía Blanca
12481,06,056,02,060560202,06056,Bahía Blanca
12482,06,056,02,060560207,06056,Bahía Blanca
12483,06,581,13,065811305,06581,Necochea
12484,06,581,13,065811302,06581,Necochea
12485,06,056,13,060561306,06056,Bahía Blanca
12486,06,056,15,060561517,06056,Bahía Blanca
12487,06,056,32,060563209,06056,Bahía Blanca
12488,06,581,14,065811403,06581,Necochea
12489,06,056,01,060560111,06056,Bahía Blanca
12490,06,056,16,060561604,06056,Bahía Blanca
12491,06,056,01,060560115,06056,Bahía Blanca
12492,06,056,13,060561308,06056,Bahía Blanca
12493,06,056,02,060560209,06056,Bahía Blanca
12494,06,581,01,065810101,06581,Necochea
12495,06,056,01,060560114,06056,Bahía Blanca
12496,06,056,14,060561406,06056,Bahía Blanca
12497,06,056,24,060562407,06056,Bahía Blanca
12498,06,056,18,060561801,06056,Bahía Blanca
12499,06,056,01,060560113,06056,Bahía Blanca
12500,06,581,14,065811408,06581,Necochea
12501,06,056,26,060562613,06056,Bahía Blanca
12502,06,581,15,065811503,06581,Necochea
12503,06,056,14,060561407,06056,Bahía Blanca
12504,06,056,23,060562301,06056,Bahía Blanca
12505,06,056,13,060561309,06056,Bahía Blanca
12506,06,056,01,060560112,06056,Bahía Blanca
12507,06,056,02,060560208,06056,Bahía Blanca
12508,06,581,15,065811509,06581,Necochea
12509,06,056,01,060560116,06056,Bahía Blanca
12510,06,056,16,060561605,06056,Bahía Blanca
12511,06,056,13,060561310,06056,Bahía Blanca
12512,06,581,15,065811505,06581,Necochea
12513,06,056,16,060561603,06056,Bahía Blanca
12514,06,581,13,065811307,06581,Necochea
12515,06,056,12,060561201,06056,Bahía Blanca
12516,06,056,14,060561408,06056,Bahía Blanca
12517,06,581,14,065811409,06581,Necochea
12518,06,056,17,060561701,06056,Bahía Blanca
12519,06,056,12,060561203,06056,Bahía Blanca
12520,06,056,02,060560211,06056,Bahía Blanca
12521,06,056,01,060560117,06056,Bahía Blanca
12522,06,056,01,060560119,06056,Bahía Blanca
12523,06,581,01,065810102,06581,Necochea
12524,06,056,18,060561802,06056,Bahía Blanca
12525,06,056,02,060560210,06056,Bahía Blanca
12526,06,056,12,060561204,06056,Bahía Blanca
12527,06,056,03,060560301,06056,Bahía Blanca
12528,06,581,01,065810104,06581,Necochea
12529,06,056,14,060561411,06056,Bahía Blanca
12530,06,581,15,065811510,06581,Necochea
12531,06,056,18,060561804,06056,Bahía Blanca
12532,06,581,13,065811306,06581,Necochea
12533,06,581,02,065810201,06581,Necochea
12534,06,581,15,065811504,06581,Necochea
12535,06,056,16,060561606,06056,Bahía Blanca
12536,06,056,01,060560118,06056,Bahía Blanca
12537,06,056,14,060561409,06056,Bahía Blanca
12538,06,056,12,060561202,06056,Bahía Blanca
12539,06,056,26,060562614,06056,Bahía Blanca
12540,06,056,16,060561607,06056,Bahía Blanca
12541,06,056,24,060562409,06056,Bahía Blanca
12542,06,476,12,064761201,06476,Lobería
12543,06,056,14,060561410,06056,Bahía Blanca
12544,06,056,12,060561205,06056,Bahía Blanca
12545,06,056,16,060561609,06056,Bahía Blanca
12546,06,056,12,060561209,06056,Bahía Blanca
12547,06,056,03,060560304,06056,Bahía Blanca
12548,06,056,03,060560303,06056,Bahía Blanca
12549,06,581,01,065810109,06581,Necochea
12550,06,189,12,061891211,06189,Coronel Dorrego
12551,06,056,18,060561803,06056,Bahía Blanca
12552,06,056,02,060560212,06056,Bahía Blanca
12553,06,056,32,060563210,06056,Bahía Blanca
12554,06,056,24,060562413,06056,Bahía Blanca
12555,06,056,11,060561101,06056,Bahía Blanca
12556,06,056,14,060561412,06056,Bahía Blanca
12557,06,056,03,060560302,06056,Bahía Blanca
12558,06,056,12,060561208,06056,Bahía Blanca
12559,06,056,14,060561413,06056,Bahía Blanca
12560,06,581,15,065811511,06581,Necochea
12561,06,581,14,065811407,06581,Necochea
12562,06,056,17,060561703,06056,Bahía Blanca
12563,06,581,01,065810103,06581,Necochea
12564,06,189,07,061890703,06189,Coronel Dorrego
12565,06,581,03,065810301,06581,Necochea
12566,06,056,26,060562603,06056,Bahía Blanca
12567,06,056,24,060562412,06056,Bahía Blanca
12568,06,056,14,060561415,06056,Bahía Blanca
12569,06,056,12,060561206,06056,Bahía Blanca
12570,06,056,04,060560401,06056,Bahía Blanca
12571,06,056,17,060561702,06056,Bahía Blanca
12572,06,056,11,060561102,06056,Bahía Blanca
12573,06,056,16,060561608,06056,Bahía Blanca
12574,06,581,01,065810105,06581,Necochea
12575,06,056,24,060562414,06056,Bahía Blanca
12576,06,581,01,065810110,06581,Necochea
12577,06,581,02,065810202,06581,Necochea
12578,06,056,12,060561207,06056,Bahía Blanca
12579,06,056,14,060561416,06056,Bahía Blanca
12580,06,056,02,060560213,06056,Bahía Blanca
12581,06,056,12,060561210,06056,Bahía Blanca
12582,06,056,18,060561805,06056,Bahía Blanca
12583,06,056,11,060561105,06056,Bahía Blanca
12584,06,056,24,060562410,06056,Bahía Blanca
12585,06,056,16,060561610,06056,Bahía Blanca
12586,06,189,03,061890301,06189,Coronel Dorrego
12587,06,056,14,060561414,06056,Bahía Blanca
12588,06,056,19,060561901,06056,Bahía Blanca
12589,06,056,11,060561104,06056,Bahía Blanca
12590,06,056,12,060561211,06056,Bahía Blanca
12591,06,581,14,065811411,06581,Necochea
12592,06,056,32,060563211,06056,Bahía Blanca
12593,06,056,14,060561417,06056,Bahía Blanca
12594,06,056,11,060561106,06056,Bahía Blanca
12595,06,056,03,060560306,06056,Bahía Blanca
12596,06,581,01,065810106,06581,Necochea
12597,06,182,04,061820401,06182,Coronel de Marina Leonardo Rosales
12598,06,056,11,060561108,06056,Bahía Blanca
12599,06,056,03,060560305,06056,Bahía Blanca
12600,06,056,17,060561705,06056,Bahía Blanca
12601,06,056,11,060561103,06056,Bahía Blanca
12602,06,056,02,060560214,06056,Bahía Blanca
12603,06,056,16,060561612,06056,Bahía Blanca
12604,06,056,17,060561704,06056,Bahía Blanca
12605,06,056,14,060561418,06056,Bahía Blanca
12606,06,581,14,065811410,06581,Necochea
12607,06,056,18,060561806,06056,Bahía Blanca
12608,06,056,11,060561107,06056,Bahía Blanca
12609,06,581,19,065811901,06581,Necochea
12610,06,056,11,060561111,06056,Bahía Blanca
12611,06,056,17,060561706,06056,Bahía Blanca
12612,06,056,14,060561420,06056,Bahía Blanca
12613,06,056,11,060561109,06056,Bahía Blanca
12614,06,581,02,065810206,06581,Necochea
12615,06,056,16,060561611,06056,Bahía Blanca
12616,06,056,24,060562411,06056,Bahía Blanca
12617,06,581,02,065810203,06581,Necochea
12618,06,056,14,060561419,06056,Bahía Blanca
12619,06,056,24,060562415,06056,Bahía Blanca
12620,06,056,03,060560307,06056,Bahía Blanca
12621,06,056,04,060560402,06056,Bahía Blanca
12622,06,581,01,065810107,06581,Necochea
12623,06,056,11,060561110,06056,Bahía Blanca
12624,06,056,11,060561112,06056,Bahía Blanca
12625,06,581,02,065810204,06581,Necochea
12626,06,056,16,060561613,06056,Bahía Blanca
12627,06,581,03,065810302,06581,Necochea
12628,06,189,12,061891201,06189,Coronel Dorrego
12629,06,581,01,065810108,06581,Necochea
12630,06,056,24,060562416,06056,Bahía Blanca
12631,06,056,19,060561902,06056,Bahía Blanca
12632,06,581,19,065811907,06581,Necochea
12633,06,056,18,060561807,06056,Bahía Blanca
12634,06,056,17,060561707,06056,Bahía Blanca
12635,06,056,10,060561001,06056,Bahía Blanca
12636,06,056,32,060563212,06056,Bahía Blanca
12637,06,056,26,060562615,06056,Bahía Blanca
12638,06,581,11,065811108,06581,Necochea
12639,06,056,11,060561113,06056,Bahía Blanca
12640,06,056,14,060561421,06056,Bahía Blanca
12641,06,056,26,060562617,06056,Bahía Blanca
12642,06,581,02,065810207,06581,Necochea
12643,06,056,16,060561614,06056,Bahía Blanca
12644,06,581,02,065810205,06581,Necochea
12645,06,056,04,060560403,06056,Bahía Blanca
12646,06,581,14,065811412,06581,Necochea
12647,06,056,24,060562417,06056,Bahía Blanca
12648,06,581,03,065810303,06581,Necochea
12649,06,056,03,060560308,06056,Bahía Blanca
12650,06,056,19,060561903,06056,Bahía Blanca
12651,06,056,18,060561809,06056,Bahía Blanca
12652,06,056,11,060561114,06056,Bahía Blanca
12653,06,056,10,060561007,06056,Bahía Blanca
12654,06,056,10,060561003,06056,Bahía Blanca
12655,06,056,10,060561002,06056,Bahía Blanca
12656,06,581,02,065810208,06581,Necochea
12657,06,056,03,060560312,06056,Bahía Blanca
12658,06,581,11,065811107,06581,Necochea
12659,06,056,17,060561708,06056,Bahía Blanca
12660,06,056,17,060561709,06056,Bahía Blanca
12661,06,056,03,060560309,06056,Bahía Blanca
12662,06,056,10,060561004,06056,Bahía Blanca
12663,06,056,19,060561904,06056,Bahía Blanca
12664,06,581,19,065811906,06581,Necochea
12665,06,056,05,060560501,06056,Bahía Blanca
12666,06,056,10,060561006,06056,Bahía Blanca
12667,06,056,18,060561808,06056,Bahía Blanca
12668,06,056,03,060560310,06056,Bahía Blanca
12669,06,189,12,061891204,06189,Coronel Dorrego
12670,06,581,03,065810305,06581,Necochea
12671,06,056,19,060561906,06056,Bahía Blanca
12672,06,056,04,060560404,06056,Bahía Blanca
12673,06,056,10,060561009,06056,Bahía Blanca
12674,06,056,09,060560901,06056,Bahía Blanca
12675,06,056,10,060561005,06056,Bahía Blanca
12676,06,581,02,065810209,06581,Necochea
12677,06,056,10,060561008,06056,Bahía Blanca
12678,06,581,01,065810111,06581,Necochea
12679,06,581,04,065810401,06581,Necochea
12680,06,581,03,065810306,06581,Necochea
12681,06,056,17,060561710,06056,Bahía Blanca
12682,06,581,02,065810212,06581,Necochea
12683,06,581,19,065811908,06581,Necochea
12684,06,056,09,060560902,06056,Bahía Blanca
12685,06,056,19,060561905,06056,Bahía Blanca
12686,06,056,26,060562616,06056,Bahía Blanca
12687,06,056,05,060560502,06056,Bahía Blanca
12688,06,056,03,060560311,06056,Bahía Blanca
12689,06,056,26,060562619,06056,Bahía Blanca
12690,06,056,20,060562006,06056,Bahía Blanca
12691,06,056,10,060561010,06056,Bahía Blanca
12692,06,056,19,060561911,06056,Bahía Blanca
12693,06,056,04,060560405,06056,Bahía Blanca
12694,06,056,09,060560904,06056,Bahía Blanca
12695,06,581,16,065811601,06581,Necochea
12696,06,056,05,060560506,06056,Bahía Blanca
12697,06,056,05,060560503,06056,Bahía Blanca
12698,06,056,10,060561011,06056,Bahía Blanca
12699,06,581,03,065810304,06581,Necochea
12700,06,581,03,065810307,06581,Necochea
12701,06,581,02,065810211,06581,Necochea
12702,06,056,26,060562618,06056,Bahía Blanca
12703,06,056,19,060561907,06056,Bahía Blanca
12704,06,056,04,060560406,06056,Bahía Blanca
12705,06,056,18,060561810,06056,Bahía Blanca
12706,06,056,20,060562007,06056,Bahía Blanca
12707,06,056,09,060560903,06056,Bahía Blanca
12708,06,581,16,065811602,06581,Necochea
12709,06,581,02,065810210,06581,Necochea
12710,06,581,19,065811909,06581,Necochea
12711,06,056,19,060561912,06056,Bahía Blanca
12712,06,056,20,060562005,06056,Bahía Blanca
12713,06,056,09,060560905,06056,Bahía Blanca
12714,06,056,05,060560507,06056,Bahía Blanca
12715,06,056,04,060560407,06056,Bahía Blanca
12716,06,056,05,060560504,06056,Bahía Blanca
12717,06,056,20,060562008,06056,Bahía Blanca
12718,06,581,16,065811603,06581,Necochea
12719,06,056,09,060560906,06056,Bahía Blanca
12720,06,581,03,065810308,06581,Necochea
12721,06,056,19,060561910,06056,Bahía Blanca
12722,06,581,16,065811607,06581,Necochea
12723,06,056,19,060561913,06056,Bahía Blanca
12724,06,056,20,060562003,06056,Bahía Blanca
12725,06,056,20,060562004,06056,Bahía Blanca
12726,06,056,04,060560408,06056,Bahía Blanca
12727,06,056,05,060560505,06056,Bahía Blanca
12728,06,056,20,060562010,06056,Bahía Blanca
12729,06,056,06,060560601,06056,Bahía Blanca
12730,06,056,07,060560701,06056,Bahía Blanca
12731,06,581,16,065811604,06581,Necochea
12732,06,056,09,060560908,06056,Bahía Blanca
12733,06,056,19,060561909,06056,Bahía Blanca
12734,06,581,16,065811608,06581,Necochea
12735,06,056,27,060562704,06056,Bahía Blanca
12736,06,056,20,060562009,06056,Bahía Blanca
12737,06,581,19,065811905,06581,Necochea
12738,06,833,14,068331403,06833,Tres Arroyos
12739,06,056,05,060560508,06056,Bahía Blanca
12740,06,581,17,065811701,06581,Necochea
12741,06,581,04,065810402,06581,Necochea
12742,06,056,09,060560907,06056,Bahía Blanca
12743,06,056,19,060561908,06056,Bahía Blanca
12744,06,189,12,061891208,06189,Coronel Dorrego
12745,06,581,04,065810405,06581,Necochea
12746,06,056,06,060560603,06056,Bahía Blanca
12747,06,581,16,065811605,06581,Necochea
12748,06,833,14,068331404,06833,Tres Arroyos
12749,06,581,19,065811910,06581,Necochea
12750,06,056,20,060562002,06056,Bahía Blanca
12751,06,056,04,060560410,06056,Bahía Blanca
12752,06,056,07,060560702,06056,Bahía Blanca
12753,06,056,06,060560602,06056,Bahía Blanca
12754,06,056,04,060560409,06056,Bahía Blanca
12755,06,056,07,060560706,06056,Bahía Blanca
12756,06,056,09,060560910,06056,Bahía Blanca
12757,06,056,06,060560605,06056,Bahía Blanca
12758,06,056,20,060562001,06056,Bahía Blanca
12759,06,056,09,060560909,06056,Bahía Blanca
12760,06,056,05,060560509,06056,Bahía Blanca
12761,06,581,16,065811606,06581,Necochea
12762,06,581,11,065811109,06581,Necochea
12763,06,581,19,065811902,06581,Necochea
12764,06,056,19,060561914,06056,Bahía Blanca
12765,06,581,17,065811702,06581,Necochea
12766,06,056,21,060562101,06056,Bahía Blanca
12767,06,581,04,065810403,06581,Necochea
12768,06,056,22,060562201,06056,Bahía Blanca
12769,06,581,17,065811704,06581,Necochea
12770,06,581,19,065811911,06581,Necochea
12771,06,056,07,060560705,06056,Bahía Blanca
12772,06,581,13,065811308,06581,Necochea
12773,06,056,21,060562105,06056,Bahía Blanca
12774,06,056,07,060560703,06056,Bahía Blanca
12775,06,056,21,060562102,06056,Bahía Blanca
12776,06,056,07,060560707,06056,Bahía Blanca
12777,06,056,07,060560704,06056,Bahía Blanca
12778,06,581,19,065811903,06581,Necochea
12779,06,056,06,060560608,06056,Bahía Blanca
12780,06,581,04,065810404,06581,Necochea
12781,06,581,19,065811904,06581,Necochea
12782,06,056,22,060562213,06056,Bahía Blanca
12783,06,056,21,060562106,06056,Bahía Blanca
12784,06,581,19,065811912,06581,Necochea
12785,06,056,09,060560911,06056,Bahía Blanca
12786,06,581,17,065811705,06581,Necochea
12787,06,581,17,065811703,06581,Necochea
12788,06,581,04,065810408,06581,Necochea
12789,06,056,23,060562302,06056,Bahía Blanca
12790,06,056,07,060560709,06056,Bahía Blanca
12791,06,056,21,060562104,06056,Bahía Blanca
12792,06,056,08,060560808,06056,Bahía Blanca
12793,06,056,06,060560604,06056,Bahía Blanca
12794,06,056,07,060560710,06056,Bahía Blanca
12795,06,056,22,060562202,06056,Bahía Blanca
12796,06,056,21,060562107,06056,Bahía Blanca
12797,06,581,17,065811706,06581,Necochea
12798,06,056,07,060560708,06056,Bahía Blanca
12799,06,189,15,061891504,06189,Coronel Dorrego
12800,06,056,08,060560809,06056,Bahía Blanca
12801,06,056,08,060560806,06056,Bahía Blanca
12802,06,581,04,065810406,06581,Necochea
12803,06,056,06,060560606,06056,Bahía Blanca
12804,06,581,04,065810407,06581,Necochea
12805,06,056,08,060560807,06056,Bahía Blanca
12806,06,182,05,061820501,06182,Coronel de Marina Leonardo Rosales
12807,06,056,21,060562103,06056,Bahía Blanca
12808,06,189,11,061891104,06189,Coronel Dorrego
12809,06,056,06,060560607,06056,Bahía Blanca
12810,06,581,04,065810411,06581,Necochea
12811,06,056,22,060562203,06056,Bahía Blanca
12812,06,056,08,060560805,06056,Bahía Blanca
12813,06,056,27,060562708,06056,Bahía Blanca
12814,06,189,07,061890705,06189,Coronel Dorrego
12815,06,056,06,060560609,06056,Bahía Blanca
12816,06,581,17,065811711,06581,Necochea
12817,06,581,04,065810409,06581,Necochea
12818,06,056,27,060562702,06056,Bahía Blanca
12819,06,581,13,065811309,06581,Necochea
12820,06,056,21,060562108,06056,Bahía Blanca
12821,06,056,07,060560711,06056,Bahía Blanca
12822,06,056,08,060560801,06056,Bahía Blanca
12823,06,182,06,061820601,06182,Coronel de Marina Leonardo Rosales
12824,06,581,17,065811707,06581,Necochea
12825,06,581,04,065810410,06581,Necochea
12826,06,581,18,065811801,06581,Necochea
12827,06,056,22,060562204,06056,Bahía Blanca
12828,06,056,21,060562109,06056,Bahía Blanca
12829,06,056,08,060560802,06056,Bahía Blanca
12830,06,189,17,061891702,06189,Coronel Dorrego
12831,06,056,22,060562212,06056,Bahía Blanca
12832,06,056,21,060562110,06056,Bahía Blanca
12833,06,581,17,065811708,06581,Necochea
12834,06,581,13,065811310,06581,Necochea
12835,06,581,18,065811802,06581,Necochea
12836,06,581,17,065811710,06581,Necochea
12837,06,056,21,060562111,06056,Bahía Blanca
12838,06,056,22,060562205,06056,Bahía Blanca
12839,06,056,08,060560804,06056,Bahía Blanca
12840,06,581,18,065811807,06581,Necochea
12841,06,581,13,065811311,06581,Necochea
12842,06,056,22,060562214,06056,Bahía Blanca
12843,06,581,17,065811709,06581,Necochea
12844,06,581,18,065811803,06581,Necochea
12845,06,056,22,060562206,06056,Bahía Blanca
12846,06,056,08,060560810,06056,Bahía Blanca
12847,06,189,17,061891704,06189,Coronel Dorrego
12848,06,056,23,060562303,06056,Bahía Blanca
12849,06,581,05,065810501,06581,Necochea
12850,06,581,18,065811804,06581,Necochea
12851,06,581,18,065811806,06581,Necochea
12852,06,581,18,065811808,06581,Necochea
12853,06,581,05,065810506,06581,Necochea
12854,06,056,22,060562207,06056,Bahía Blanca
12855,06,056,22,060562211,06056,Bahía Blanca
12856,06,056,08,060560814,06056,Bahía Blanca
12857,06,056,27,060562705,06056,Bahía Blanca
12858,06,581,18,065811805,06581,Necochea
12859,06,189,17,061891703,06189,Coronel Dorrego
