,PROV_,DEPTO_,FRACC_,COD_2010,IN1,NAM
36818,42,035,03,420350302,42035,Conhelo
36819,42,035,03,420350303,42035,Conhelo
36820,42,035,05,420350502,42035,Conhelo
36821,42,035,05,420350503,42035,Conhelo
36822,42,035,05,420350501,42035,Conhelo
36823,42,035,05,420350505,42035,Conhelo
36824,42,105,05,421050504,42105,Maracó
36825,42,035,01,420350106,42035,Conhelo
36826,42,035,03,420350304,42035,Conhelo
36827,42,035,03,420350305,42035,Conhelo
36828,42,035,03,420350306,42035,Conhelo
36829,42,035,04,420350404,42035,Conhelo
36830,42,035,03,420350307,42035,Conhelo
36831,42,035,03,420350310,42035,Conhelo
36832,42,035,04,420350402,42035,Conhelo
36833,42,035,04,420350403,42035,Conhelo
36834,42,035,04,420350401,42035,Conhelo
36835,42,035,04,420350407,42035,Conhelo
36836,42,035,04,420350406,42035,Conhelo
36837,42,119,01,421190102,42119,Quemú Quemú
36838,42,035,04,420350405,42035,Conhelo
36839,42,119,01,421190103,42119,Quemú Quemú
36840,42,035,04,420350408,42035,Conhelo
36841,42,035,04,420350409,42035,Conhelo
36842,42,119,02,421190205,42119,Quemú Quemú
36843,42,035,04,420350410,42035,Conhelo
36844,42,035,04,420350413,42035,Conhelo
36845,42,035,04,420350412,42035,Conhelo
36846,42,119,02,421190206,42119,Quemú Quemú
36847,42,035,04,420350411,42035,Conhelo
36848,42,035,03,420350309,42035,Conhelo
36849,42,035,05,420350504,42035,Conhelo
36850,42,098,02,420980202,42098,Loventué
36851,42,035,01,420350105,42035,Conhelo
36852,42,049,01,420490104,42049,Chalileo
36853,42,098,01,420980113,42098,Loventué
36854,42,049,01,420490103,42049,Chalileo
36855,42,035,03,420350308,42035,Conhelo
36856,42,098,01,420980114,42098,Loventué
36857,42,035,02,420350201,42035,Conhelo
36858,42,063,01,420630104,42063,Chical Co
36859,42,119,01,421190104,42119,Quemú Quemú
36860,42,063,01,420630103,42063,Chical Co
36861,42,119,02,421190207,42119,Quemú Quemú
36862,42,119,02,421190208,42119,Quemú Quemú
36863,42,119,02,421190209,42119,Quemú Quemú
36864,42,035,01,420350101,42035,Conhelo
36865,42,119,02,421190202,42119,Quemú Quemú
36866,42,119,02,421190211,42119,Quemú Quemú
36867,42,119,02,421190201,42119,Quemú Quemú
36868,42,119,02,421190204,42119,Quemú Quemú
36869,42,119,02,421190203,42119,Quemú Quemú
36870,42,119,02,421190212,42119,Quemú Quemú
36871,42,119,01,421190101,42119,Quemú Quemú
36872,42,035,06,420350603,42035,Conhelo
36873,42,035,06,420350604,42035,Conhelo
36874,42,035,07,420350702,42035,Conhelo
36875,42,035,07,420350703,42035,Conhelo
36876,42,119,03,421190304,42119,Quemú Quemú
36877,42,119,03,421190305,42119,Quemú Quemú
36878,42,119,03,421190306,42119,Quemú Quemú
36879,42,119,02,421190210,42119,Quemú Quemú
36880,42,119,04,421190404,42119,Quemú Quemú
36881,42,119,03,421190303,42119,Quemú Quemú
36882,42,098,03,420980302,42098,Loventué
36883,42,035,01,420350102,42035,Conhelo
36884,42,035,07,420350704,42035,Conhelo
36885,42,049,01,420490106,42049,Chalileo
36886,42,119,04,421190403,42119,Quemú Quemú
36887,42,119,03,421190301,42119,Quemú Quemú
36888,42,119,03,421190302,42119,Quemú Quemú
36889,42,119,03,421190312,42119,Quemú Quemú
36890,42,035,06,420350605,42035,Conhelo
36891,42,119,03,421190311,42119,Quemú Quemú
36892,42,063,01,420630105,42063,Chical Co
36893,42,119,04,421190401,42119,Quemú Quemú
36894,42,035,06,420350606,42035,Conhelo
36895,42,035,06,420350607,42035,Conhelo
36896,42,035,06,420350608,42035,Conhelo
36897,42,035,07,420350705,42035,Conhelo
36898,42,098,01,420980112,42098,Loventué
36899,42,119,03,421190307,42119,Quemú Quemú
36900,42,098,01,420980101,42098,Loventué
36901,42,119,03,421190308,42119,Quemú Quemú
36902,42,098,01,420980102,42098,Loventué
36903,42,098,01,420980108,42098,Loventué
36904,42,098,01,420980107,42098,Loventué
36905,42,098,01,420980103,42098,Loventué
36906,42,098,02,420980201,42098,Loventué
36907,42,098,01,420980104,42098,Loventué
36908,42,098,01,420980106,42098,Loventué
36909,42,098,01,420980111,42098,Loventué
36910,42,098,01,420980105,42098,Loventué
36911,42,098,01,420980109,42098,Loventué
36912,42,098,01,420980110,42098,Loventué
36913,42,035,07,420350701,42035,Conhelo
36914,42,049,01,420490108,42049,Chalileo
36915,42,049,01,420490101,42049,Chalileo
36916,42,049,01,420490102,42049,Chalileo
36917,42,049,01,420490107,42049,Chalileo
36918,42,035,06,420350601,42035,Conhelo
36919,42,035,06,420350602,42035,Conhelo
36920,42,035,06,420350609,42035,Conhelo
36921,42,035,06,420350610,42035,Conhelo
36922,42,140,01,421400101,42140,Toay
36923,42,098,03,420980301,42098,Loventué
36924,42,140,01,421400102,42140,Toay
36925,42,098,03,420980303,42098,Loventué
36926,42,021,01,420210101,42021,Capital
36927,42,021,02,420210202,42021,Capital
36928,42,119,04,421190402,42119,Quemú Quemú
36929,42,119,04,421190405,42119,Quemú Quemú
36930,42,119,03,421190309,42119,Quemú Quemú
36931,42,119,03,421190310,42119,Quemú Quemú
36932,42,098,04,420980402,42098,Loventué
36933,42,063,01,420630106,42063,Chical Co
36934,42,063,01,420630107,42063,Chical Co
36935,42,063,01,420630102,42063,Chical Co
36936,42,021,02,420210203,42021,Capital
36937,42,021,02,420210204,42021,Capital
36938,42,028,01,420280103,42028,Catriló
36939,42,028,01,420280104,42028,Catriló
36940,42,028,02,420280202,42028,Catriló
36941,42,028,03,420280303,42028,Catriló
36942,42,140,01,421400103,42140,Toay
36943,42,063,01,420630101,42063,Chical Co
36944,42,021,01,420210102,42021,Capital
36945,42,021,01,420210103,42021,Capital
36946,42,049,01,420490105,42049,Chalileo
36947,42,028,03,420280304,42028,Catriló
36948,42,028,03,420280301,42028,Catriló
36949,42,028,03,420280305,42028,Catriló
36950,42,028,03,420280302,42028,Catriló
36951,42,140,01,421400104,42140,Toay
36952,42,140,02,421400220,42140,Toay
36953,42,021,01,420210104,42021,Capital
36954,42,021,02,420210205,42021,Capital
36955,42,021,02,420210206,42021,Capital
36956,42,098,04,420980401,42098,Loventué
36957,42,028,02,420280201,42028,Catriló
36958,42,028,02,420280203,42028,Catriló
36959,42,028,01,420280101,42028,Catriló
36960,42,028,01,420280105,42028,Catriló
36961,42,028,01,420280102,42028,Catriló
36962,42,021,02,420210201,42021,Capital
36963,42,021,02,420210210,42021,Capital
36964,42,021,02,420210209,42021,Capital
36965,42,021,01,420210105,42021,Capital
36966,42,021,01,420210106,42021,Capital
36967,42,021,02,420210207,42021,Capital
36968,42,021,02,420210208,42021,Capital
36969,42,021,01,420210110,42021,Capital
36970,42,021,04,420210401,42021,Capital
36971,42,021,03,420210301,42021,Capital
36972,42,021,03,420210302,42021,Capital
36973,42,021,03,420210303,42021,Capital
36974,42,021,03,420210306,42021,Capital
36975,42,021,03,420210305,42021,Capital
36976,42,021,03,420210304,42021,Capital
36977,42,021,03,420210307,42021,Capital
36978,42,021,03,420210308,42021,Capital
36979,42,021,03,420210309,42021,Capital
36980,42,021,03,420210311,42021,Capital
36981,42,021,03,420210312,42021,Capital
36982,42,021,01,420210111,42021,Capital
36983,42,021,03,420210310,42021,Capital
36984,42,021,05,420210504,42021,Capital
36985,42,021,05,420210503,42021,Capital
36986,42,021,05,420210505,42021,Capital
36987,42,021,05,420210502,42021,Capital
36988,42,021,05,420210501,42021,Capital
36989,42,021,05,420210506,42021,Capital
36990,42,021,01,420210112,42021,Capital
36991,42,021,05,420210511,42021,Capital
36992,42,021,01,420210113,42021,Capital
36993,42,021,04,420210409,42021,Capital
36994,42,021,05,420210512,42021,Capital
36995,42,021,04,420210402,42021,Capital
36996,42,021,04,420210403,42021,Capital
36997,42,021,05,420210507,42021,Capital
36998,42,021,05,420210510,42021,Capital
36999,42,021,05,420210508,42021,Capital
37000,42,021,05,420210509,42021,Capital
37001,42,021,04,420210404,42021,Capital
37002,42,021,04,420210405,42021,Capital
37003,42,021,05,420210513,42021,Capital
37004,42,021,05,420210516,42021,Capital
37005,42,021,04,420210406,42021,Capital
37006,42,021,04,420210408,42021,Capital
37007,42,021,05,420210515,42021,Capital
37008,42,021,05,420210514,42021,Capital
37009,42,021,04,420210407,42021,Capital
37010,42,021,06,420210601,42021,Capital
37011,42,021,06,420210607,42021,Capital
37012,42,021,06,420210604,42021,Capital
37013,42,021,06,420210605,42021,Capital
37014,42,021,06,420210603,42021,Capital
37015,42,021,04,420210411,42021,Capital
37016,42,021,06,420210602,42021,Capital
37017,42,021,04,420210410,42021,Capital
37018,42,021,06,420210606,42021,Capital
37019,42,021,04,420210412,42021,Capital
37020,42,021,06,420210608,42021,Capital
37021,42,021,04,420210414,42021,Capital
37022,42,021,04,420210415,42021,Capital
37023,42,021,06,420210612,42021,Capital
37024,42,021,06,420210611,42021,Capital
37025,42,021,06,420210609,42021,Capital
37026,42,021,06,420210610,42021,Capital
37027,42,021,06,420210613,42021,Capital
37028,42,021,06,420210614,42021,Capital
37029,42,021,04,420210413,42021,Capital
37030,42,021,04,420210416,42021,Capital
37031,42,021,04,420210418,42021,Capital
37032,42,021,04,420210421,42021,Capital
37033,42,021,04,420210420,42021,Capital
37034,42,021,06,420210615,42021,Capital
37035,42,021,06,420210616,42021,Capital
37036,42,021,07,420210702,42021,Capital
37037,42,021,07,420210701,42021,Capital
37038,42,021,07,420210703,42021,Capital
37039,42,021,04,420210417,42021,Capital
37040,42,021,07,420210704,42021,Capital
37041,42,021,07,420210705,42021,Capital
37042,42,021,07,420210706,42021,Capital
37043,42,021,08,420210801,42021,Capital
37044,42,021,08,420210802,42021,Capital
37045,42,021,04,420210419,42021,Capital
37046,42,140,02,421400221,42140,Toay
37047,42,021,09,420210901,42021,Capital
37048,42,021,09,420210902,42021,Capital
37049,42,021,08,420210803,42021,Capital
37050,42,140,02,421400222,42140,Toay
37051,42,021,01,420210107,42021,Capital
37052,42,021,01,420210118,42021,Capital
37053,42,021,07,420210711,42021,Capital
37054,42,021,07,420210710,42021,Capital
37055,42,021,07,420210709,42021,Capital
37056,42,021,07,420210708,42021,Capital
37057,42,021,07,420210707,42021,Capital
37058,42,021,08,420210805,42021,Capital
37059,42,021,08,420210804,42021,Capital
37060,42,021,09,420210903,42021,Capital
37061,42,021,09,420210904,42021,Capital
37062,42,021,09,420210905,42021,Capital
37063,42,021,01,420210108,42021,Capital
37064,42,021,08,420210806,42021,Capital
37065,42,021,07,420210712,42021,Capital
37066,42,021,07,420210714,42021,Capital
37067,42,021,08,420210813,42021,Capital
37068,42,021,01,420210109,42021,Capital
37069,42,021,01,420210114,42021,Capital
37070,42,021,07,420210713,42021,Capital
37071,42,021,08,420210807,42021,Capital
37072,42,021,08,420210814,42021,Capital
37073,42,021,08,420210808,42021,Capital
37074,42,021,09,420210909,42021,Capital
37075,42,021,09,420210908,42021,Capital
37076,42,021,09,420210907,42021,Capital
37077,42,021,09,420210906,42021,Capital
37078,42,021,08,420210812,42021,Capital
37079,42,021,07,420210719,42021,Capital
37080,42,021,07,420210717,42021,Capital
37081,42,021,07,420210722,42021,Capital
37082,42,021,07,420210716,42021,Capital
37083,42,021,07,420210718,42021,Capital
37084,42,021,07,420210715,42021,Capital
37085,42,021,08,420210811,42021,Capital
37086,42,021,09,420210910,42021,Capital
37087,42,021,01,420210115,42021,Capital
37088,42,021,08,420210815,42021,Capital
37089,42,021,07,420210723,42021,Capital
37090,42,021,08,420210810,42021,Capital
37091,42,021,09,420210911,42021,Capital
37092,42,021,07,420210720,42021,Capital
37093,42,021,07,420210725,42021,Capital
37094,42,021,08,420210824,42021,Capital
37095,42,021,07,420210721,42021,Capital
37096,42,021,08,420210816,42021,Capital
37097,42,021,07,420210724,42021,Capital
37098,42,021,08,420210809,42021,Capital
37099,42,021,08,420210823,42021,Capital
37100,42,021,10,420211001,42021,Capital
37101,42,021,09,420210912,42021,Capital
37102,42,021,09,420210913,42021,Capital
37103,42,021,08,420210817,42021,Capital
37104,42,021,10,420211002,42021,Capital
37105,42,021,08,420210818,42021,Capital
37106,42,021,08,420210822,42021,Capital
37107,42,021,09,420210916,42021,Capital
37108,42,021,01,420210116,42021,Capital
37109,42,021,08,420210819,42021,Capital
37110,42,021,09,420210915,42021,Capital
37111,42,021,09,420210914,42021,Capital
37112,42,021,09,420210917,42021,Capital
37113,42,140,02,421400217,42140,Toay
37114,42,021,08,420210821,42021,Capital
37115,42,021,10,420211003,42021,Capital
37116,42,140,02,421400218,42140,Toay
37117,42,021,08,420210820,42021,Capital
37118,42,021,10,420211004,42021,Capital
37119,42,140,02,421400216,42140,Toay
37120,42,140,02,421400215,42140,Toay
37121,42,021,10,420211005,42021,Capital
37122,42,021,10,420211006,42021,Capital
37123,42,021,01,420210117,42021,Capital
37124,42,140,02,421400219,42140,Toay
37125,42,140,02,421400211,42140,Toay
37126,42,140,02,421400203,42140,Toay
37127,42,140,02,421400212,42140,Toay
37128,42,140,02,421400214,42140,Toay
37129,42,140,02,421400204,42140,Toay
37130,42,140,02,421400202,42140,Toay
37131,42,140,02,421400205,42140,Toay
37132,42,140,02,421400210,42140,Toay
37133,42,140,02,421400208,42140,Toay
37134,42,140,02,421400201,42140,Toay
37135,42,140,02,421400209,42140,Toay
37136,42,140,02,421400206,42140,Toay
37137,42,140,02,421400207,42140,Toay
37138,42,028,04,420280401,42028,Catriló
37139,42,140,02,421400213,42140,Toay
37140,42,028,04,420280402,42028,Catriló
37141,42,140,02,421400223,42140,Toay
37142,42,140,02,4214002XX,42140,Toay
37143,42,091,01,420910102,42091,Limay Mahuida
37144,42,140,03,421400303,42140,Toay
37145,42,112,01,421120102,42112,Puelén
37146,42,007,01,420070103,42007,Atreucó
37147,42,007,02,420070203,42007,Atreucó
37148,42,007,02,420070204,42007,Atreucó
37149,42,007,03,420070302,42007,Atreucó
37150,42,007,03,420070301,42007,Atreucó
37151,42,007,02,420070201,42007,Atreucó
37152,42,007,02,420070207,42007,Atreucó
37153,42,007,02,420070202,42007,Atreucó
37154,42,007,02,420070208,42007,Atreucó
37155,42,140,03,421400302,42140,Toay
37156,42,007,01,420070104,42007,Atreucó
37157,42,007,01,420070105,42007,Atreucó
37158,42,007,02,420070205,42007,Atreucó
37159,42,007,02,420070206,42007,Atreucó
37160,42,007,03,420070303,42007,Atreucó
37161,42,140,03,421400301,42140,Toay
37162,42,154,01,421540102,42154,Utracán
37163,42,154,01,421540103,42154,Utracán
37164,42,154,02,421540202,42154,Utracán
37165,42,154,03,421540302,42154,Utracán
37166,42,007,01,420070106,42007,Atreucó
37167,42,007,01,420070107,42007,Atreucó
37168,42,007,04,420070407,42007,Atreucó
37169,42,007,04,420070408,42007,Atreucó
37170,42,007,05,420070502,42007,Atreucó
37171,42,007,05,420070503,42007,Atreucó
37172,42,154,03,421540301,42154,Utracán
37173,42,091,01,420910104,42091,Limay Mahuida
37174,42,091,01,420910103,42091,Limay Mahuida
37175,42,007,01,420070108,42007,Atreucó
37176,42,007,01,420070109,42007,Atreucó
37177,42,007,04,420070410,42007,Atreucó
37178,42,007,04,420070409,42007,Atreucó
37179,42,007,05,420070504,42007,Atreucó
37180,42,007,05,420070505,42007,Atreucó
37181,42,154,02,421540201,42154,Utracán
37182,42,007,04,420070401,42007,Atreucó
37183,42,007,04,420070402,42007,Atreucó
37184,42,091,01,420910101,42091,Limay Mahuida
37185,42,007,04,420070404,42007,Atreucó
37186,42,007,04,420070403,42007,Atreucó
37187,42,007,04,420070405,42007,Atreucó
37188,42,007,04,420070413,42007,Atreucó
37189,42,007,01,420070101,42007,Atreucó
37190,42,007,04,420070406,42007,Atreucó
37191,42,154,04,421540401,42154,Utracán
37192,42,007,01,420070102,42007,Atreucó
37193,42,007,01,420070110,42007,Atreucó
37194,42,007,04,420070411,42007,Atreucó
37195,42,007,05,420070501,42007,Atreucó
37196,42,007,05,420070508,42007,Atreucó
37197,42,007,04,420070412,42007,Atreucó
37198,42,007,05,420070506,42007,Atreucó
37199,42,154,04,421540402,42154,Utracán
37200,42,007,05,420070507,42007,Atreucó
37201,42,154,06,421540602,42154,Utracán
37202,42,070,01,420700102,42070,Guatraché
37203,42,070,01,420700103,42070,Guatraché
37204,42,070,02,420700202,42070,Guatraché
37205,42,070,02,420700203,42070,Guatraché
37206,42,154,01,421540101,42154,Utracán
37207,42,112,01,421120101,42112,Puelén
37208,42,154,04,421540403,42154,Utracán
37209,42,070,03,420700302,42070,Guatraché
37210,42,154,05,421540501,42154,Utracán
37211,42,154,05,421540503,42154,Utracán
37212,42,154,05,421540504,42154,Utracán
37213,42,154,05,421540502,42154,Utracán
37214,42,154,05,421540505,42154,Utracán
37215,42,154,05,421540506,42154,Utracán
37216,42,154,05,421540507,42154,Utracán
37217,42,154,05,421540508,42154,Utracán
37218,42,154,05,421540510,42154,Utracán
37219,42,154,05,421540511,42154,Utracán
37220,42,154,05,421540512,42154,Utracán
37221,42,154,05,421540509,42154,Utracán
37222,42,154,05,421540516,42154,Utracán
37223,42,154,05,421540515,42154,Utracán
37224,42,154,05,421540514,42154,Utracán
37225,42,154,05,421540513,42154,Utracán
37226,42,070,01,420700101,42070,Guatraché
37227,42,154,05,421540517,42154,Utracán
37228,42,070,01,420700106,42070,Guatraché
37229,42,070,01,420700105,42070,Guatraché
37230,42,070,01,420700104,42070,Guatraché
37231,42,154,07,421540702,42154,Utracán
37232,42,154,04,421540404,42154,Utracán
37233,42,112,02,421120201,42112,Puelén
37234,42,070,04,420700402,42070,Guatraché
37235,42,070,02,420700201,42070,Guatraché
37236,42,154,06,421540601,42154,Utracán
37237,42,070,05,420700504,42070,Guatraché
37238,42,091,01,420910105,42091,Limay Mahuida
37239,42,154,07,421540701,42154,Utracán
37240,42,070,04,420700401,42070,Guatraché
37241,42,112,03,421120311,42112,Puelén
37242,42,070,05,420700505,42070,Guatraché
37243,42,070,03,420700301,42070,Guatraché
37244,42,042,02,420420202,42042,Curacó
37245,42,070,05,420700501,42070,Guatraché
37246,42,070,05,420700502,42070,Guatraché
37247,42,070,05,420700503,42070,Guatraché
37248,42,070,05,420700506,42070,Guatraché
37249,42,042,01,420420101,42042,Curacó
37250,42,070,05,420700507,42070,Guatraché
37251,42,070,05,420700508,42070,Guatraché
37252,42,084,01,420840102,42084,Lihuel Calel
37253,42,112,03,421120312,42112,Puelén
37254,42,112,03,421120313,42112,Puelén
37255,42,077,01,420770103,42077,Hucal
37256,42,077,01,420770104,42077,Hucal
37257,42,077,01,420770105,42077,Hucal
37258,42,077,02,420770204,42077,Hucal
37259,42,077,03,420770303,42077,Hucal
37260,42,112,03,421120301,42112,Puelén
37261,42,112,03,421120302,42112,Puelén
37262,42,112,03,421120304,42112,Puelén
37263,42,112,03,421120303,42112,Puelén
37264,42,112,03,421120305,42112,Puelén
37265,42,112,03,421120307,42112,Puelén
37266,42,112,03,421120306,42112,Puelén
37267,42,112,03,421120308,42112,Puelén
37268,42,112,03,421120309,42112,Puelén
37269,42,077,01,420770102,42077,Hucal
37270,42,077,01,420770106,42077,Hucal
37271,42,077,01,420770107,42077,Hucal
37272,42,077,02,420770205,42077,Hucal
37273,42,077,04,420770403,42077,Hucal
37274,42,084,02,420840201,42084,Lihuel Calel
37275,42,112,03,421120314,42112,Puelén
37276,42,112,03,421120315,42112,Puelén
37277,42,077,01,420770108,42077,Hucal
37278,42,077,01,420770101,42077,Hucal
37279,42,077,03,420770304,42077,Hucal
37280,42,077,03,420770306,42077,Hucal
37281,42,077,02,420770206,42077,Hucal
37282,42,077,03,420770301,42077,Hucal
37283,42,077,03,420770302,42077,Hucal
37284,42,077,03,420770307,42077,Hucal
37285,42,112,03,421120317,42112,Puelén
37286,42,112,03,421120316,42112,Puelén
37287,42,077,03,420770305,42077,Hucal
37288,42,077,02,420770210,42077,Hucal
37289,42,077,02,420770202,42077,Hucal
37290,42,077,02,420770201,42077,Hucal
37291,42,077,02,420770212,42077,Hucal
37292,42,077,02,420770211,42077,Hucal
37293,42,077,02,420770207,42077,Hucal
37294,42,077,02,420770203,42077,Hucal
37295,42,077,04,420770404,42077,Hucal
37296,42,042,01,420420102,42042,Curacó
37297,42,112,03,421120320,42112,Puelén
37298,42,112,03,421120319,42112,Puelén
37299,42,112,03,421120318,42112,Puelén
37300,42,077,02,420770208,42077,Hucal
37301,42,077,04,420770401,42077,Hucal
37302,42,077,04,420770405,42077,Hucal
37303,42,077,04,420770406,42077,Hucal
37304,42,077,04,420770402,42077,Hucal
37305,42,077,04,420770409,42077,Hucal
37306,42,077,04,420770410,42077,Hucal
37307,42,042,02,420420201,42042,Curacó
37308,42,042,01,420420103,42042,Curacó
37309,42,112,03,421120321,42112,Puelén
37310,42,112,03,421120322,42112,Puelén
37311,42,077,02,420770209,42077,Hucal
37312,42,077,04,420770407,42077,Hucal
37313,42,077,04,420770408,42077,Hucal
37314,42,112,03,421120310,42112,Puelén
37315,42,014,01,420140101,42014,Caleu Caleu
37316,42,042,01,420420105,42042,Curacó
37317,42,042,01,420420104,42042,Curacó
37318,42,014,01,420140102,42014,Caleu Caleu
37319,42,014,01,420140103,42014,Caleu Caleu
37320,42,042,03,420420302,42042,Curacó
37321,42,084,02,420840202,42084,Lihuel Calel
37322,42,084,01,420840101,42084,Lihuel Calel
37323,42,042,01,420420107,42042,Curacó
37324,42,042,01,420420106,42042,Curacó
37325,42,042,03,420420303,42042,Curacó
37326,42,014,02,420140203,42014,Caleu Caleu
37327,42,084,02,420840203,42084,Lihuel Calel
37328,42,042,03,420420304,42042,Curacó
37329,42,042,03,420420307,42042,Curacó
37330,42,042,03,420420306,42042,Curacó
37331,42,042,03,420420305,42042,Curacó
37332,42,042,03,420420301,42042,Curacó
37333,42,042,03,420420308,42042,Curacó
37334,42,084,02,420840204,42084,Lihuel Calel
37335,42,084,02,420840205,42084,Lihuel Calel
37336,42,084,02,420840206,42084,Lihuel Calel
37337,42,084,02,420840207,42084,Lihuel Calel
37338,42,014,02,420140204,42014,Caleu Caleu
37339,42,014,02,420140205,42014,Caleu Caleu
37340,42,014,02,420140202,42014,Caleu Caleu
37341,42,014,02,420140206,42014,Caleu Caleu
37342,42,014,02,420140201,42014,Caleu Caleu
37343,42,014,02,420140210,42014,Caleu Caleu
37344,42,014,02,420140211,42014,Caleu Caleu
37345,42,014,02,420140207,42014,Caleu Caleu
37346,42,014,02,420140208,42014,Caleu Caleu
37347,42,014,02,420140209,42014,Caleu Caleu
37348,46,098,01,460980105,46098,Vinchina
37349,46,098,01,460980103,46098,Vinchina
37350,46,077,01,460770103,46077,General Lamadrid
37351,46,119,02,461190201,46119,San Blas de Los Sauces
37352,46,007,02,460070204,46007,Arauco
37353,46,049,02,460490204,46049,Famatina
37354,46,049,02,460490205,46049,Famatina
37355,46,119,01,461190101,46119,San Blas de Los Sauces
37356,46,007,02,460070203,46007,Arauco
37357,46,119,01,461190102,46119,San Blas de Los Sauces
37358,46,119,01,461190103,46119,San Blas de Los Sauces
37359,46,119,01,461190104,46119,San Blas de Los Sauces
37360,46,049,02,460490203,46049,Famatina
37361,46,007,01,460070101,46007,Arauco
37362,46,007,01,460070105,46007,Arauco
37363,46,007,01,460070111,46007,Arauco
37364,46,007,01,460070104,46007,Arauco
37365,46,007,01,460070110,46007,Arauco
37366,46,007,01,460070102,46007,Arauco
37367,46,049,02,460490202,46049,Famatina
37368,46,007,01,460070107,46007,Arauco
37369,46,007,01,460070103,46007,Arauco
37370,46,007,01,460070106,46007,Arauco
37371,46,007,01,460070108,46007,Arauco
37372,46,007,01,460070112,46007,Arauco
37373,46,007,01,460070109,46007,Arauco
37374,46,049,02,460490201,46049,Famatina
37375,46,021,01,460210105,46021,Castro Barros
37376,46,098,01,460980104,46098,Vinchina
37377,46,007,02,460070201,46007,Arauco
37378,46,007,02,460070202,46007,Arauco
37379,46,021,01,460210104,46021,Castro Barros
37380,46,014,02,460140201,46014,Capital
37381,46,021,01,460210103,46021,Castro Barros
37382,46,098,01,460980101,46098,Vinchina
37383,46,098,01,460980102,46098,Vinchina
37384,46,049,01,460490103,46049,Famatina
37385,46,021,01,460210102,46021,Castro Barros
37386,46,049,01,460490104,46049,Famatina
37387,46,021,01,460210106,46021,Castro Barros
37388,46,021,01,460210101,46021,Castro Barros
37389,46,126,01,461260102,46126,Sanagasta
37390,46,077,01,460770102,46077,General Lamadrid
37391,46,021,02,460210202,46021,Castro Barros
37392,46,049,01,460490101,46049,Famatina
37393,46,021,02,460210201,46021,Castro Barros
37394,46,049,01,460490102,46049,Famatina
37395,46,028,02,460280203,46028,Coronel Felipe Varela
37396,46,077,01,460770104,46077,General Lamadrid
37397,46,042,03,460420305,46042,Chilecito
37398,46,077,01,460770101,46077,General Lamadrid
37399,46,014,02,460140202,46014,Capital
37400,46,028,01,460280106,46028,Coronel Felipe Varela
37401,46,014,01,460140101,46014,Capital
37402,46,042,02,460420205,46042,Chilecito
37403,46,042,01,460420122,46042,Chilecito
37404,46,042,02,460420204,46042,Chilecito
37405,46,042,01,460420123,46042,Chilecito
37406,46,042,01,460420112,46042,Chilecito
37407,46,042,01,460420101,46042,Chilecito
37408,46,042,01,460420121,46042,Chilecito
37409,46,042,01,460420120,46042,Chilecito
37410,46,042,01,460420115,46042,Chilecito
37411,46,042,01,460420102,46042,Chilecito
37412,46,042,01,460420103,46042,Chilecito
37413,46,042,01,460420111,46042,Chilecito
37414,46,042,01,460420116,46042,Chilecito
37415,46,042,01,460420104,46042,Chilecito
37416,46,042,02,460420201,46042,Chilecito
37417,46,042,01,460420105,46042,Chilecito
37418,46,042,01,460420109,46042,Chilecito
37419,46,042,01,460420108,46042,Chilecito
37420,46,042,01,460420107,46042,Chilecito
37421,46,042,01,460420117,46042,Chilecito
37422,46,042,01,460420106,46042,Chilecito
37423,46,042,02,460420206,46042,Chilecito
37424,46,042,01,460420118,46042,Chilecito
37425,46,042,01,460420110,46042,Chilecito
37426,46,042,02,460420203,46042,Chilecito
37427,46,042,01,460420113,46042,Chilecito
37428,46,042,01,460420114,46042,Chilecito
37429,46,042,01,460420119,46042,Chilecito
37430,46,042,02,460420202,46042,Chilecito
37431,46,042,03,460420301,46042,Chilecito
37432,46,042,03,460420302,46042,Chilecito
37433,46,028,02,460280201,46028,Coronel Felipe Varela
37434,46,126,01,461260103,46126,Sanagasta
37435,46,042,03,460420306,46042,Chilecito
37436,46,126,01,461260101,46126,Sanagasta
37437,46,028,01,460280101,46028,Coronel Felipe Varela
37438,46,042,03,460420303,46042,Chilecito
37439,46,042,03,460420304,46042,Chilecito
37440,46,028,01,460280102,46028,Coronel Felipe Varela
37441,46,028,01,460280108,46028,Coronel Felipe Varela
37442,46,028,01,460280103,46028,Coronel Felipe Varela
37443,46,028,01,460280107,46028,Coronel Felipe Varela
37444,46,028,01,460280109,46028,Coronel Felipe Varela
37445,46,028,01,460280104,46028,Coronel Felipe Varela
37446,46,042,04,460420403,46042,Chilecito
37447,46,014,01,460140111,46014,Capital
37448,46,014,01,460140106,46014,Capital
37449,46,014,04,460140401,46014,Capital
37450,46,014,04,460140415,46014,Capital
37451,46,014,04,460140413,46014,Capital
37452,46,014,05,460140503,46014,Capital
37453,46,014,01,460140108,46014,Capital
37454,46,014,07,460140701,46014,Capital
37455,46,014,05,460140502,46014,Capital
37456,46,014,05,460140501,46014,Capital
37457,46,014,01,460140102,46014,Capital
37458,46,014,04,460140402,46014,Capital
37459,46,014,05,460140504,46014,Capital
37460,46,014,05,460140505,46014,Capital
37461,46,014,05,460140506,46014,Capital
37462,46,014,01,460140109,46014,Capital
37463,46,014,01,460140103,46014,Capital
37464,46,014,04,460140403,46014,Capital
37465,46,014,04,460140404,46014,Capital
37466,46,014,05,460140508,46014,Capital
